id,situacao,cargo,funcao
1788783,Aposentado,PROFESSOR DO MAGISTERIO SUPERIOR,Sem função
2672658,Pensionista,PROFESSOR 3 GRAU,Sem função
2317564,Ativo,PROFESSOR DO MAGISTERIO SUPERIOR,Sem função
2317564,Ativo,Sem informaç,FUC 000.1
629908,Aposentado,PROFESSOR DO MAGISTERIO SUPERIOR,Sem função
3465981,Ativo,PROFESSOR DO MAGISTERIO SUPERIOR,Sem função
930517,Pensionista,PROFESSOR DO MAGISTERIO SUPERIOR,Sem função
930517,Pensionista,PROFESSOR DO MAGISTERIO SUPERIOR,Sem função
1211023,Ativo,PROFESSOR DO MAGISTERIO SUPERIOR,Sem função
3629139,Aposentado,MEDICO-AREA,Sem função
1083256,Ativo,PROFESSOR DO MAGISTERIO SUPERIOR,Sem função
1972293,Ativo,PROFESSOR DO MAGISTERIO SUPERIOR,Sem função
3112070,Ativo,ADMINISTRADOR,Sem função
3112070,Ativo,Sem informaç,FG 000.1
1361693,Ativo,PROFESSOR DO MAGISTERIO SUPERIOR,Sem função
2694643,Aposentado,PROFESSOR DO MAGISTERIO SUPERIOR,Sem função
1182170,Aposentado,PROFESSOR DO MAGISTERIO SUPERIOR,Sem função
3440608,Aposentado,PROFESSOR DO MAGISTERIO SUPERIOR,Sem função
3197253,Ativo,PROFESSOR DO MAGISTERIO SUPERIOR,Sem função
369240,Ativo,PROFESSOR DO MAGISTERIO SUPERIOR,Sem função
1574681,Ativo,PROFESSOR DO MAGISTERIO SUPERIOR,Sem função
2887706,Ativo,PROFESSOR DO MAGISTERIO SUPERIOR,Sem função
2709955,Aposentado,PROFESSOR DO MAGISTERIO SUPERIOR,Sem função
1962098,Ativo,PROFESSOR DO MAGISTERIO SUPERIOR,Sem função
2531436,Aposentado,PROFESSOR DO MAGISTERIO SUPERIOR,Sem função
57397,Ativo,VIGILANTE,Sem função
538987,Aposentado,PROFESSOR DO MAGISTERIO SUPERIOR,Sem função
49594,Ativo,JORNALISTA,Sem função
2782768,Ativo,AUDITOR,Sem função
48736,Ativo,PROFESSOR DO MAGISTERIO SUPERIOR,Sem função
1299961,Aposentado,PROFESSOR DO MAGISTERIO SUPERIOR,Sem função
3242976,Ativo,VIGILANTE,Sem função
3211028,Ativo,ASSISTENTE EM ADMINISTRACAO,Sem função
3211028,Ativo,Sem informaç,FG 000.1
3391343,Ativo,ASSISTENTE EM ADMINISTRACAO,Sem função
375907,Ativo,PROFESSOR DO MAGISTERIO SUPERIOR,Sem função
1608943,Ativo,VIGILANTE,Sem função
359151,Ativo,PROFESSOR DO MAGISTERIO SUPERIOR,Sem função
2825363,Ativo,ASSISTENTE EM ADMINISTRACAO,Sem função
1355297,Ativo,PROFESSOR DO MAGISTERIO SUPERIOR,Sem função
2256235,Ativo,ASSISTENTE EM ADMINISTRACAO,Sem função
2231587,Ativo,PROFESSOR DO MAGISTERIO SUPERIOR,Sem função
2834086,Ativo,PROFESSOR DO MAGISTERIO SUPERIOR,Sem função
1497067,Aposentado,PROFESSOR DO MAGISTERIO SUPERIOR,Sem função
2312106,Ativo,PROFESSOR DO MAGISTERIO SUPERIOR,Sem função
3180291,Ativo,PROFESSOR DO MAGISTERIO SUPERIOR,Sem função
2497700,Ativo,PROFESSOR DO MAGISTERIO SUPERIOR,Sem função
399056,Ativo,PROFESSOR DO MAGISTERIO SUPERIOR,Sem função
399056,Ativo,Sem informaç,FG 000.1
2394060,Ativo,ASSISTENTE EM ADMINISTRACAO,Sem função
2367521,Ativo,PROFESSOR DO MAGISTERIO SUPERIOR,Sem função
3694392,Ativo,PROFESSOR ENS BASICO TECN TECNOLOGICO,Sem função
2908189,Ativo,PROFESSOR DO MAGISTERIO SUPERIOR,Sem função
2812455,Ativo,PROFESSOR DO MAGISTERIO SUPERIOR,Sem função
1712800,Aposentado,PROFESSOR DO MAGISTERIO SUPERIOR,Sem função
2499874,Ativo,PROFESSOR DO MAGISTERIO SUPERIOR,Sem função
3725409,Ativo,PROFESSOR DO MAGISTERIO SUPERIOR,Sem função
3725409,Ativo,Sem informaç,FUC 000.1
1302662,Aposentado,ASSISTENTE EM ADMINISTRACAO,Sem função
1302662,Pensionista,ASSISTENTE EM ADMINISTRACAO,Sem função
2728661,Aposentado,MEDICO-AREA,Sem função
3501980,Aposentado,AUXILIAR DE ENFERMAGEM,Sem função
424508,Ativo,TECNICO EM ENFERMAGEM,Sem função
870056,Aposentado,PROFESSOR DO MAGISTERIO SUPERIOR,Sem função
883531,Pensionista,TECNICO EM ELETROMECANICA,Sem função
3458694,Ativo,ASSISTENTE EM ADMINISTRACAO,Sem função
2407599,Pensionista,OPERADOR DE CAMERA DE CINEMA E TV,Sem função
2864229,Ativo,ASSISTENTE DE LABORATORIO,Sem função
394881,Ativo,TECNICO EM RADIOLOGIA,Sem função
1158462,Ativo,PROFESSOR DO MAGISTERIO SUPERIOR,Sem função
1158462,Ativo,Sem informaç,FUC 000.1
510586,Aposentado,AUX EM ADMINISTRACAO,Sem função
3181442,Ativo,TECNICO DE LABORATORIO AREA,Sem função
1148134,Ativo,ASSISTENTE EM ADMINISTRACAO,Sem função
1617508,Ativo,PROFESSOR MAGISTERIO SUPERIOR-SUBSTITUTO,Sem função
1497922,Aposentado,PROFESSOR DO MAGISTERIO SUPERIOR,Sem função
2586598,Pensionista,PROFESSOR DO MAGISTERIO SUPERIOR,Sem função
2329546,Aposentado,SERVENTE DE LIMPEZA,Sem função
1731021,Ativo,ASSISTENTE EM ADMINISTRACAO,Sem função
1731021,Ativo,Sem informaç,FG 000.3
3534094,Pensionista,EDITOR DE IMAGENS,Sem função
970208,Aposentado,AUX EM ADMINISTRACAO,Sem função
2186665,Pensionista,VIGILANTE,Sem função
1393467,Ativo,PROFESSOR MAGISTERIO SUPERIOR-SUBSTITUTO,Sem função
170950,Aposentado,AUX EM ADMINISTRACAO,Sem função
2117046,Aposentado,CONTINUO,Sem função
486137,Ativo,PROFESSOR ENS BASICO TECN TECNOLOGICO,Sem função
738009,Aposentado,ASSISTENTE EM ADMINISTRACAO,Sem função
397351,Aposentado,FARMACEUTICO-HABILITACAO,Sem função
3544971,Pensionista,AUXILIAR DE LABORATORIO,Sem função
3858552,Ativo,MEDICO RESIDENTE,Sem função
2431155,Aposentado,MEDICO-AREA,Sem função
3014454,Ativo,PROFESSOR DO MAGISTERIO SUPERIOR,Sem função
136225,Aposentado,PROFESSOR DO MAGISTERIO SUPERIOR,Sem função
3394967,Ativo,PROFESSOR MAGISTERIO SUPERIOR-SUBSTITUTO,Sem função
3193983,Pensionista,AUX EM ADMINISTRACAO,Sem função
1053218,Ativo,TECNICO EM ENFERMAGEM,Sem função
3685689,Pensionista,ASSISTENTE EM ADMINISTRACAO,Sem função
1858297,Aposentado,PROFESSOR DO MAGISTERIO SUPERIOR,Sem função
1357904,Ativo,AUX EM ADMINISTRACAO,Sem função
1365993,Pensionista,ATENDENTE DE ENFERMAGEM,Sem função
2210621,Aposentado,ASSISTENTE EM ADMINISTRACAO,Sem função
1528677,Aposentado,RECEPCIONISTA,Sem função
926806,Aposentado,SERVENTE DE LIMPEZA,Sem função
3303687,Pensionista,OPERADOR DE MAQ AGRICOLAS,Sem função
778077,Pensionista,RECEPCIONISTA,Sem função
1413896,Aposentado,PROFESSOR DO MAGISTERIO SUPERIOR,Sem função
3548799,Ativo,PROFESSOR MAGISTERIO SUPERIOR-SUBSTITUTO,Sem função
3860026,Ativo,TECNICO EM CONTABILIDADE,Sem função
820303,Ativo,ANALISTA DE TEC DA INFORMACAO,Sem função
820303,Ativo,Sem informaç,FG 000.1
3135123,Ativo,TECNICO EM ASSUNTOS EDUCACIONAIS,Sem função
308296,Ativo,VIGILANTE,Sem função
308296,Ativo,Sem informaç,FG 000.3
701908,Aposentado,SERVENTE DE LIMPEZA,Sem função
1903728,Ativo,ASSISTENTE EM ADMINISTRACAO,Sem função
2969405,Pensionista,VIGILANTE,Sem função
331325,Aposentado,PRODUTOR CULTURAL,Sem função
1341670,Aposentado,PROFESSOR DO MAGISTERIO SUPERIOR,Sem função
3297699,Ativo,VIGILANTE,Sem função
2192521,Ativo,PROFESSOR DO MAGISTERIO SUPERIOR,Sem função
3023670,Ativo,PROFESSOR DO MAGISTERIO SUPERIOR,Sem função
299821,Ativo,ASSISTENTE EM ADMINISTRACAO,Sem função
3129575,Ativo,ASSISTENTE EM ADMINISTRACAO,Sem função
1355316,Ativo,PROFESSOR DO MAGISTERIO SUPERIOR,Sem função
355168,Ativo,PROFESSOR DO MAGISTERIO SUPERIOR,Sem função
3580441,Ativo,ASSISTENTE SOCIAL,Sem função
1833844,Ativo,ENFERMEIRO-AREA,Sem função
1833844,Ativo,Sem informaç,GF 002.7
3174323,Ativo,PROFESSOR MAGISTERIO SUPERIOR-SUBSTITUTO,Sem função
130149,Ativo,MEDICO RESIDENTE,Sem função
3087841,Ativo,Sem informaç,CD 000.3
343176,Ativo,SECRETARIO EXECUTIVO,Sem função
1515278,Ativo,COPEIRO,Sem função
1981102,Ativo,PROFESSOR DO MAGISTERIO SUPERIOR,Sem função
1981102,Ativo,Sem informaç,FG 000.1
295296,Ativo,ARQUITETO E URBANISTA,Sem função
428614,Ativo,PROFESSOR DO MAGISTERIO SUPERIOR,Sem função
2357071,Ativo,ASSISTENTE EM ADMINISTRACAO,Sem função
2347377,Ativo,PROFESSOR DO MAGISTERIO SUPERIOR,Sem função
589872,Ativo,PSICOLOGO-AREA,Sem função
2367191,Ativo,PROFESSOR MAGISTERIO SUPERIOR-SUBSTITUTO,Sem função
648730,Pensionista,PROFESSOR DO MAGISTERIO SUPERIOR,Sem função
936860,Aposentado,ASSISTENTE SOCIAL,Sem função
2139805,Aposentado,PROFESSOR DO MAGISTERIO SUPERIOR,Sem função
2139805,Pensionista,PROFESSOR DO MAGISTERIO SUPERIOR,Sem função
2139805,Pensionista,PROFESSOR DO MAGISTERIO SUPERIOR,Sem função
1315035,Ativo,PROFESSOR DO MAGISTERIO SUPERIOR,Sem função
2325406,Ativo,PROFESSOR DO MAGISTERIO SUPERIOR,Sem função
2325406,Ativo,Sem informaç,FG 000.1
2213738,Pensionista,CONTINUO,Sem função
786718,Pensionista,PROFESSOR DO MAGISTERIO SUPERIOR,Sem função
2790606,Ativo,PROFESSOR MAGISTERIO SUPERIOR-SUBSTITUTO,Sem função
220381,Ativo,TRADUTOR INTERPRETE DE LINGUAGEM SINAIS,Sem função
864242,Aposentado,PROFESSOR DO MAGISTERIO SUPERIOR,Sem função
1125755,Ativo,PROFESSOR DO MAGISTERIO SUPERIOR,Sem função
305515,Ativo,PROFESSOR DO MAGISTERIO SUPERIOR,Sem função
3276206,Aposentado,PROFESSOR DO MAGISTERIO SUPERIOR,Sem função
1613426,Aposentado,PROFESSOR DO MAGISTERIO SUPERIOR,Sem função
2639322,Ativo,MEDICO-AREA,Sem função
167772,Ativo,MEDICO-AREA,Sem função
1073325,Aposentado,ECONOMISTA,Sem função
1075618,Aposentado,PROFESSOR DO MAGISTERIO SUPERIOR,Sem função
1075618,Aposentado,MEDICO-AREA,Sem função
2623546,Aposentado,PROFESSOR DO MAGISTERIO SUPERIOR,Sem função
1800894,Ativo,PROFESSOR DO MAGISTERIO SUPERIOR,Sem função
2181838,Aposentado,PROFESSOR DO MAGISTERIO SUPERIOR,Sem função
1600650,Ativo,VIGILANTE,Sem função
2891988,Ativo,PROFESSOR DO MAGISTERIO SUPERIOR,Sem função
1321375,Aposentado,VIGILANTE,Sem função
1024580,Aposentado,MEDICO-AREA,Sem função
900270,Aposentado,PROFESSOR DO MAGISTERIO SUPERIOR,Sem função
2309167,Ativo,PROFESSOR DO MAGISTERIO SUPERIOR,Sem função
2349149,Aposentado,PROFESSOR DO MAGISTERIO SUPERIOR,Sem função
931852,Aposentado,CONTRA REGRA,Sem função
1051910,Aposentado,PROFESSOR DO MAGISTERIO SUPERIOR,Sem função
1761574,Ativo,TECNICO DE LABORATORIO AREA,Sem função
1149360,Ativo,PROFESSOR DO MAGISTERIO SUPERIOR,Sem função
1351357,Pensionista,PROFESSOR DO MAGISTERIO SUPERIOR,Sem função
378831,Ativo,PROFESSOR DO MAGISTERIO SUPERIOR,Sem função
1944138,Aposentado,PROFESSOR DO MAGISTERIO SUPERIOR,Sem função
3758070,Aposentado,PROFESSOR DO MAGISTERIO SUPERIOR,Sem função
570358,Ativo,PROFESSOR DO MAGISTERIO SUPERIOR,Sem função
3186344,Ativo,PEDAGOGO-AREA,Sem função
69656,Ativo,PROFESSOR DO MAGISTERIO SUPERIOR,Sem função
996052,Ativo,TECNICO DE LABORATORIO AREA,Sem função
619395,Ativo,PROFESSOR DO MAGISTERIO SUPERIOR,Sem função
3435719,Ativo,PROFESSOR DO MAGISTERIO SUPERIOR,Sem função
2887827,Ativo,TECNICO EM RADIOLOGIA,Sem função
2537265,Ativo,PROFESSOR DO MAGISTERIO SUPERIOR,Sem função
602590,Aposentado,PROFESSOR DO MAGISTERIO SUPERIOR,Sem função
910874,Aposentado,EDITOR DE IMAGENS,Sem função
1106770,Ativo,PROFESSOR DO MAGISTERIO SUPERIOR,Sem função
2858691,Ativo,AUX EM ADMINISTRACAO,Sem função
974003,Pensionista,PROFESSOR DO MAGISTERIO SUPERIOR,Sem função
881953,Aposentado,AUXILIAR DE ELETRICISTA,Sem função
2970653,Ativo,ASSISTENTE EM ADMINISTRACAO,Sem função
1111620,Ativo,AUXILIAR DE LABORATORIO,Sem função
2372023,Ativo,TECNICO EM ENFERMAGEM,Sem função
3101501,Aposentado,ASSISTENTE EM ADMINISTRACAO,Sem função
2320999,Ativo,AUX EM ADMINISTRACAO,Sem função
3057652,Ativo,PROFESSOR DO MAGISTERIO SUPERIOR,Sem função
3233924,Ativo,ELETRICISTA,Sem função
3044057,Ativo,PROFESSOR DO MAGISTERIO SUPERIOR,Sem função
3044057,Ativo,Sem informaç,FG 000.1
322953,Ativo,PROFESSOR DO MAGISTERIO SUPERIOR,Sem função
960929,Ativo,PROFESSOR MAGISTERIO SUPERIOR-SUBSTITUTO,Sem função
1511039,Ativo,AUX EM ADMINISTRACAO,Sem função
1511039,Ativo,Inválido,Sem função
1143510,Pensionista,AUXILIAR DE LABORATORIO,Sem função
778589,Pensionista,CARPINTEIRO,Sem função
3323694,Ativo,ASSISTENTE EM ADMINISTRACAO,Sem função
66312,Ativo,PROFESSOR DO MAGISTERIO SUPERIOR,Sem função
3855111,Ativo,TECNICO EM CONTABILIDADE,Sem função
3858438,Ativo,TEC DE TECNOLOGIA DA INFORMACAO,Sem função
2243706,Ativo,TEC DE TECNOLOGIA DA INFORMACAO,Sem função
791608,Aposentado,PROFESSOR DO MAGISTERIO SUPERIOR,Sem função
840992,Ativo,BIBLIOTECARIO-DOCUMENTALISTA,Sem função
2362041,Ativo,ASSISTENTE EM ADMINISTRACAO,Sem função
3215080,Ativo,PROFESSOR DO MAGISTERIO SUPERIOR,Sem função
269041,Ativo,TECNICO DE LABORATORIO AREA,Sem função
3435143,Ativo,MEDICO RESIDENTE,Sem função
2868811,Ativo,PROFESSOR DO MAGISTERIO SUPERIOR,Sem função
2868811,Ativo,Inválido,Sem função
2281928,Ativo,JORNALISTA,Sem função
1291461,Ativo,ENFERMEIRO-AREA,Sem função
2322973,Ativo,PROFESSOR DO MAGISTERIO SUPERIOR,Sem função
2322973,Ativo,Sem informaç,FEX 021.4
1056295,Ativo,MEDICO-AREA,Sem função
971679,Ativo,TECNICO EM ASSUNTOS EDUCACIONAIS,Sem função
1414716,Ativo,PROFESSOR DO MAGISTERIO SUPERIOR,Sem função
2017332,Ativo,PROFESSOR MAGISTERIO SUPERIOR-SUBSTITUTO,Sem função
2966862,Ativo,PROFESSOR DO MAGISTERIO SUPERIOR,Sem função
2366411,Ativo,PROFESSOR ENS BASICO TECN TECNOLOGICO,Sem função
3244899,Ativo,PROFESSOR DO MAGISTERIO SUPERIOR,Sem função
1361949,Ativo,TECNICO DE LABORATORIO AREA,Sem função
1049066,Ativo,ASSISTENTE EM ADMINISTRACAO,Sem função
1049066,Ativo,Sem informaç,FG 000.1
3352274,Ativo,PROFESSOR DO MAGISTERIO SUPERIOR,Sem função
3352274,Ativo,Sem informaç,CD 000.4
1374060,Ativo,ASSISTENTE EM ADMINISTRACAO,Sem função
1964543,Ativo,PROFESSOR DO MAGISTERIO SUPERIOR,Sem função
1964543,Ativo,Sem informaç,FUC 000.1
1935514,Ativo,EDITOR DE IMAGENS,Sem função
1324296,Ativo,PROFESSOR DO MAGISTERIO SUPERIOR,Sem função
3358480,Ativo,MEDICO-AREA,Sem função
3852518,Ativo,MEDICO RESIDENTE,Sem função
297650,Ativo,BIBLIOTECARIO-DOCUMENTALISTA,Sem função
2881455,Ativo,ASSISTENTE EM ADMINISTRACAO,Sem função
1533814,Ativo,ECONOMISTA,Sem função
1002957,Ativo,PROFESSOR DO MAGISTERIO SUPERIOR,Sem função
1002957,Ativo,Sem informaç,FUC 000.1
3262676,Ativo,ASSISTENTE EM ADMINISTRACAO,Sem função
2050394,Ativo,PROFESSOR DO MAGISTERIO SUPERIOR,Sem função
1124934,Ativo,NUTRICIONISTA-HABILITACAO,Sem função
554426,Ativo,ANALISTA DE TEC DA INFORMACAO,Sem função
181499,Ativo,ASSISTENTE EM ADMINISTRACAO,Sem função
2549753,Pensionista,PROFESSOR DO MAGISTERIO SUPERIOR,Sem função
990130,Ativo,PROFESSOR DO MAGISTERIO SUPERIOR,Sem função
990130,Ativo,Sem informaç,FUC 000.1
436300,Ativo,PROFESSOR DO MAGISTERIO SUPERIOR,Sem função
1069818,Ativo,PROFESSOR DO MAGISTERIO SUPERIOR,Sem função
1069818,Ativo,Sem informaç,FUC 000.1
2035866,Ativo,PROFESSOR DO MAGISTERIO SUPERIOR,Sem função
3282565,Ativo,TECNICO DE LABORATORIO AREA,Sem função
3669497,Ativo,PROFESSOR MAGISTERIO SUPERIOR-SUBSTITUTO,Sem função
1413231,Ativo,PROF ENS BAS TEC TECNOLOGICO-SUBSTITUTO,Sem função
3236042,Ativo,ASSISTENTE EM ADMINISTRACAO,Sem função
1434553,Ativo,TECNICO DE LABORATORIO AREA,Sem função
22955,Ativo,PROFESSOR DO MAGISTERIO SUPERIOR,Sem função
3351288,Ativo,TECNICO EM ELETROTECNICA,Sem função
1609244,Ativo,PROFESSOR DO MAGISTERIO SUPERIOR,Sem função
1726261,Ativo,PROFESSOR DO MAGISTERIO SUPERIOR,Sem função
1726261,Ativo,Sem informaç,FUC 000.1
1246177,Ativo,PROFESSOR MAGISTERIO SUPERIOR -VISITANTE,Sem função
525493,Aposentado,TECNICO EM ASSUNTOS EDUCACIONAIS,Sem função
2033456,Aposentado,ASSISTENTE EM ADMINISTRACAO,Sem função
1085393,Ativo,ENGENHEIRO-AREA,Sem função
1085393,Ativo,Inválido,Sem função
2277551,Aposentado,ECONOMISTA,Sem função
2241854,Ativo,VIGILANTE,Sem função
3178672,Ativo,PROFESSOR ENS BASICO TECN TECNOLOGICO,Sem função
18511,Ativo,PROFESSOR DO MAGISTERIO SUPERIOR,Sem função
18511,Ativo,Sem informaç,FUC 000.1
1600262,Ativo,PROFESSOR DO MAGISTERIO SUPERIOR,Sem função
2225922,Ativo,ASSIST DE TECNOLOGIA DA INFORMACAO,Sem função
3376013,Ativo,AUX EM ADMINISTRACAO,Sem função
3855946,Ativo,ASSISTENTE EM ADMINISTRACAO,Sem função
2556932,Pensionista,ELETRICISTA,Sem função
1318150,Ativo,CONTADOR,Sem função
1299093,Ativo,PROFESSOR DO MAGISTERIO SUPERIOR,Sem função
481182,Ativo,ASSISTENTE EM ADMINISTRACAO,Sem função
3278996,Aposentado,PROFESSOR DO MAGISTERIO SUPERIOR,Sem função
3326919,Ativo,TECNICO DE LABORATORIO AREA,Sem função
745316,Aposentado,OPERADOR DE MAQUINA COPIADORA,Sem função
312525,Ativo,ASSISTENTE EM ADMINISTRACAO,Sem função
312525,Ativo,Sem informaç,GF 002.7
952109,Ativo,AUX EM ADMINISTRACAO,Sem função
3307191,Ativo,PROFESSOR DO MAGISTERIO SUPERIOR,Sem função
1715153,Aposentado,PROFESSOR DO MAGISTERIO SUPERIOR,Sem função
3145619,Ativo,TECNICO DE LABORATORIO AREA,Sem função
1681640,Pensionista,PROFESSOR 3 GRAU,Sem função
82281,Ativo,AUX EM ADMINISTRACAO,Sem função
3069118,Ativo,TECNICO EM CONTABILIDADE,Sem função
1999240,Aposentado,PROFESSOR DO MAGISTERIO SUPERIOR,Sem função
2373441,Aposentado,PROFESSOR DO MAGISTERIO SUPERIOR,Sem função
330833,Ativo,TECNICO DE LABORATORIO AREA,Sem função
1798641,Ativo,PROFESSOR DO MAGISTERIO SUPERIOR,Sem função
49460,Ativo,AUXILIAR DE ENFERMAGEM,Sem função
3476470,Ativo,PROFESSOR DO MAGISTERIO SUPERIOR,Sem função
2001947,Pensionista,COPEIRO,Sem função
1410626,Ativo,EDITOR DE IMAGENS,Sem função
1145713,Ativo,MEDICO RESIDENTE,Sem função
1088465,Ativo,PROFESSOR DO MAGISTERIO SUPERIOR,Sem função
2474730,Ativo,PROFESSOR DO MAGISTERIO SUPERIOR,Sem função
2474730,Ativo,Sem informaç,FG 000.1
1072061,Ativo,PROFESSOR MAGISTERIO SUPERIOR-SUBSTITUTO,Sem função
331863,Ativo,PROFESSOR DO MAGISTERIO SUPERIOR,Sem função
3155684,Ativo,PROFESSOR DO MAGISTERIO SUPERIOR,Sem função
3155684,Ativo,Sem informaç,FUC 000.1
2741512,Aposentado,PROFESSOR DO MAGISTERIO SUPERIOR,Sem função
3199628,Aposentado,VIGILANTE,Sem função
2804933,Ativo,ASSISTENTE EM ADMINISTRACAO,Sem função
820033,Aposentado,TECNICO DE LABORATORIO AREA,Sem função
2028145,Pensionista,PROFESSOR DO MAGISTERIO SUPERIOR,Sem função
3342142,Ativo,TECNICO EM SANEAMENTO,Sem função
3352552,Ativo,ASSISTENTE DE LABORATORIO,Sem função
1209902,Ativo,PROFESSOR DO MAGISTERIO SUPERIOR,Sem função
1928062,Ativo,ENGENHEIRO-AREA,Sem função
3136882,Pensionista,PROFESSOR DO MAGISTERIO SUPERIOR,Sem função
23299,Ativo,ASSISTENTE EM ADMINISTRACAO,Sem função
23299,Ativo,Sem informaç,FG 000.1
1921182,Aposentado,MEDICO-AREA,Sem função
1921182,Aposentado,MEDICO-AREA,Sem função
2000859,Pensionista,CONTINUO,Sem função
604921,Aposentado,AUX EM ADMINISTRACAO,Sem função
1079429,Ativo,TECNICO DE LABORATORIO AREA,Sem função
1079429,Ativo,Sem informaç,FG 000.1
394755,Ativo,ANALISTA DE TEC DA INFORMACAO,Sem função
3288658,Ativo,AUX EM ADMINISTRACAO,Sem função
262256,Ativo,AUXILIAR DE ENFERMAGEM,Sem função
1046194,Ativo,PROFESSOR DO MAGISTERIO SUPERIOR,Sem função
2567328,Pensionista,MOTORISTA,Sem função
1706912,Aposentado,PROFESSOR DO MAGISTERIO SUPERIOR,Sem função
3783876,Aposentado,ASSISTENTE EM ADMINISTRACAO,Sem função
732618,Aposentado,AUXILIAR DE ENFERMAGEM,Sem função
1904597,Aposentado,TECNICO EM ENFERMAGEM,Sem função
3520195,Aposentado,AUX EM ADMINISTRACAO,Sem função
980760,Ativo,PROFESSOR DO MAGISTERIO SUPERIOR,Sem função
3205600,Pensionista,VIGILANTE,Sem função
1924272,Aposentado,PROFESSOR DO MAGISTERIO SUPERIOR,Sem função
1678371,Aposentado,PROFESSOR DO MAGISTERIO SUPERIOR,Sem função
1582936,Aposentado,PROFESSOR DO MAGISTERIO SUPERIOR,Sem função
3093226,Ativo,PROFESSOR DO MAGISTERIO SUPERIOR,Sem função
2577661,Pensionista,PROFESSOR DO MAGISTERIO SUPERIOR,Sem função
411635,Aposentado,PROFESSOR DO MAGISTERIO SUPERIOR,Sem função
989022,Pensionista,VIGILANTE,Sem função
3563265,Aposentado,TEC DE TECNOLOGIA DA INFORMACAO,Sem função
1279975,Aposentado,SERVENTE DE LIMPEZA,Sem função
2063907,Pensionista,RECEPCIONISTA,Sem função
686929,Aposentado,CONTADOR,Sem função
1383232,Aposentado,PROFESSOR DO MAGISTERIO SUPERIOR,Sem função
919406,Ativo,PROFESSOR DO MAGISTERIO SUPERIOR,Sem função
3607633,Pensionista,RECEPCIONISTA,Sem função
2847436,Ativo,SERVENTE DE LIMPEZA,Sem função
235602,Aposentado,SERVENTE DE LIMPEZA,Sem função
41013,Ativo,PROFESSOR DO MAGISTERIO SUPERIOR,Sem função
217895,Pensionista,PROFESSOR DO MAGISTERIO SUPERIOR,Sem função
3325874,Ativo,MEDICO RESIDENTE,Sem função
3240178,Ativo,MEDICO RESIDENTE,Sem função
1085242,Aposentado,ASSISTENTE EM ADMINISTRACAO,Sem função
2724717,Pensionista,EDITOR DE IMAGENS,Sem função
3198603,Ativo,PROFESSOR DO MAGISTERIO SUPERIOR,Sem função
232689,Ativo,AUX EM ADMINISTRACAO,Sem função
1050244,Ativo,ENFERMEIRO-AREA,Sem função
1285393,Aposentado,ASSISTENTE EM ADMINISTRACAO,Sem função
593742,Ativo,AUXILIAR DE LABORATORIO,Sem função
2087518,Aposentado,PORTEIRO,Sem função
3156963,Ativo,PROFESSOR DO MAGISTERIO SUPERIOR,Sem função
608234,Ativo,PROFESSOR DO MAGISTERIO SUPERIOR,Sem função
1206604,Ativo,AUX EM ADMINISTRACAO,Sem função
2418929,Aposentado,ASSISTENTE EM ADMINISTRACAO,Sem função
972931,Ativo,CONTADOR,Sem função
972931,Ativo,Sem informaç,CD 000.4
2905768,Ativo,ENFERMEIRO-AREA,Sem função
3462979,Ativo,MEDICO RESIDENTE,Sem função
2801611,Ativo,TEC EM ANATOMIA E NECROPSIA,Sem função
1192046,Ativo,ASSISTENTE EM ADMINISTRACAO,Sem função
511913,Ativo,PROFESSOR DO MAGISTERIO SUPERIOR,Sem função
3697375,Ativo,PROFESSOR DO MAGISTERIO SUPERIOR,Sem função
3046082,Ativo,ENFERMEIRO-AREA,Sem função
2736277,Pensionista,PROFESSOR DO MAGISTERIO SUPERIOR,Sem função
378013,Ativo,PROFESSOR DO MAGISTERIO SUPERIOR,Sem função
148266,Ativo,PROFESSOR DO MAGISTERIO SUPERIOR,Sem função
3110039,Aposentado,ASSISTENTE EM ADMINISTRACAO,Sem função
1488705,Aposentado,ENFERMEIRO-AREA,Sem função
2700081,Aposentado,ENFERMEIRO-AREA,Sem função
898064,Aposentado,VIGILANTE,Sem função
88633,Ativo,COPEIRO,Sem função
2369089,Ativo,ANALISTA DE TEC DA INFORMACAO,Sem função
2369089,Ativo,Sem informaç,CD 000.4
1934312,Aposentado,PROFESSOR DO MAGISTERIO SUPERIOR,Sem função
2289491,Ativo,PROFESSOR DO MAGISTERIO SUPERIOR,Sem função
1908632,Aposentado,AUXILIAR DE ENFERMAGEM,Sem função
279659,Ativo,PROFESSOR DO MAGISTERIO SUPERIOR,Sem função
2737983,Aposentado,PROFESSOR DO MAGISTERIO SUPERIOR,Sem função
2910573,Ativo,TECNICO DE LABORATORIO AREA,Sem função
5773,Aposentado,SANITARISTA,Sem função
2373115,Ativo,PROFESSOR MAGISTERIO SUPERIOR-SUBSTITUTO,Sem função
3686788,Ativo,PROFESSOR DO MAGISTERIO SUPERIOR,Sem função
935831,Aposentado,ROTEIRISTA,Sem função
1910588,Aposentado,PSICOLOGO-AREA,Sem função
190483,Aposentado,VIGILANTE,Sem função
307874,Pensionista,TECNICO DE LABORATORIO AREA,Sem função
3272037,Pensionista,AUXILIAR DE LABORATORIO,Sem função
2527115,Ativo,AUXILIAR DE ENFERMAGEM,Sem função
1310164,Ativo,PROFESSOR DO MAGISTERIO SUPERIOR,Sem função
